Season,Injury,Days,Games missed,player_name,player_age,player_position,club,league,salary_eur,salary_daily_eur,injury_cost_eur
23/24,Adductor pain,11,2,Tony Jantschke,34,Right-Back,Borussia Monchengladbach,Bundesliga,1500000.0,4109.58904109589,45205.47945205479
23/24,Torn thigh muscle,48,6,Tony Jantschke,34,Right-Back,Borussia Monchengladbach,Bundesliga,1500000.0,4109.58904109589,197260.27397260276
23/24,muscular problems,34,5,Tony Jantschke,34,Right-Back,Borussia Monchengladbach,Bundesliga,1500000.0,4109.58904109589,139726.02739726027
23/24,strain,4,1,Julian Weigl,28,Defensive Midfield,Borussia Monchengladbach,Bundesliga,3960000.0,10849.315068493152,43397.260273972606
23/24,Fitness,15,1,Christoph Kramer,33,Defensive Midfield,Borussia Monchengladbach,Bundesliga,3500000.0,9589.04109589041,143835.61643835617
23/24,Internal ligament strain,14,1,Christoph Kramer,33,Defensive Midfield,Borussia Monchengladbach,Bundesliga,3500000.0,9589.04109589041,134246.57534246577
23/24,Inner knee ligament tear,45,4,Christoph Kramer,33,Defensive Midfield,Borussia Monchengladbach,Bundesliga,3500000.0,9589.04109589041,431506.84931506845
23/24,Achilles heel problems,6,1,Florian Neuhaus,27,Central Midfield,Borussia Monchengladbach,Bundesliga,4000000.0,10958.90410958904,65753.42465753424
23/24,muscular problems,7,1,Florian Neuhaus,27,Central Midfield,Borussia Monchengladbach,Bundesliga,4000000.0,10958.90410958904,76712.32876712328
23/24,Foot injury,71,1,Robin Hack,25,Left Winger,Borussia Monchengladbach,Bundesliga,600000.0,1643.835616438356,116712.32876712328
23/24,Cruciate ligament tear,187,17,Yvandro Borges Sanches,20,Left Winger,Borussia Monchengladbach,Bundesliga,360000.0,986.3013698630136,184438.3561643836
23/24,Torn muscle fiber,49,10,Yvandro Borges Sanches,20,Left Winger,Borussia Monchengladbach,Bundesliga,360000.0,986.3013698630136,48328.76712328768
23/24,Calf strain,17,2,Franck Honorat,27,Right Winger,Borussia Monchengladbach,Bundesliga,1250000.0,3424.657534246576,58219.17808219178
23/24,Outer ligament problems,13,1,Franck Honorat,27,Right Winger,Borussia Monchengladbach,Bundesliga,1250000.0,3424.657534246576,44520.54794520548
23/24,Knee problems,5,1,Patrick Herrmann,33,Right Winger,Borussia Monchengladbach,Bundesliga,1700000.0,4657.534246575343,23287.671232876717
23/24,Torn ankle ligaments,70,12,Tomas Cvancara,23,Forward,Borussia Monchengladbach,Bundesliga,800000.0,2191.780821917808,153424.65753424657
23/24,Foot injury,15,1,Tomas Cvancara,23,Forward,Borussia Monchengladbach,Bundesliga,800000.0,2191.780821917808,32876.71232876712
23/24,muscular problems,4,1,Tomas Cvancara,23,Forward,Borussia Monchengladbach,Bundesliga,800000.0,2191.780821917808,8767.123287671233
23/24,Muscle contusion,8,1,Tomas Cvancara,23,Forward,Borussia Monchengladbach,Bundesliga,800000.0,2191.780821917808,17534.246575342466
23/24,Bone bruise,61,9,Alassane Pléa,31,Forward,Borussia Monchengladbach,Bundesliga,4720000.0,12931.506849315068,788821.9178082192
23/24,Ankle injury,64,8,Grant-Leon Ranos,20,Forward,Borussia Monchengladbach,Bundesliga,500000.0,1369.86301369863,87671.23287671233
23/24,Finger injury,35,4,Robin Zentner,29,Goalkeeper,Mainz 05,Bundesliga,1500000.0,4109.58904109589,143835.61643835614
23/24,Torn muscle fiber,19,3,Andreas Hanche-Olsen,27,Centre-Back,Mainz 05,Bundesliga,1200000.0,3287.671232876712,62465.75342465753
23/24,Fitness,4,1,Andreas Hanche-Olsen,27,Centre-Back,Mainz 05,Bundesliga,1200000.0,3287.671232876712,13150.684931506848
23/24,Ankle injury,141,20,Andreas Hanche-Olsen,27,Centre-Back,Mainz 05,Bundesliga,1200000.0,3287.671232876712,463561.6438356164
23/24,Ankle injury,21,2,Andreas Hanche-Olsen,27,Centre-Back,Mainz 05,Bundesliga,1200000.0,3287.671232876712,69041.09589041096
23/24,Adductor injury,108,13,Maxim Leitsch,26,Centre-Back,Mainz 05,Bundesliga,960000.0,2630.1369863013697,284054.7945205479
23/24,Hamstring injury,41,5,Maxim Leitsch,26,Centre-Back,Mainz 05,Bundesliga,960000.0,2630.1369863013697,107835.61643835616
23/24,Inner ligament injury,44,5,Maxim Leitsch,26,Centre-Back,Mainz 05,Bundesliga,960000.0,2630.1369863013697,115726.02739726027
23/24,Hamstring injury,32,4,Danny da Costa,30,Centre-Back,Mainz 05,Bundesliga,960000.0,2630.1369863013697,84164.38356164383
23/24,Fitness,5,1,Stefan Bell,32,Centre-Back,Mainz 05,Bundesliga,1800000.0,4931.506849315068,24657.534246575346
23/24,Abdominal muscle strain,10,2,Anthony Caci,26,Right-Back,Mainz 05,Bundesliga,1680000.0,4602.739726027397,46027.39726027397
23/24,Ankle problems,20,3,Edimilson Fernandes,28,Defensive Midfield,Mainz 05,Bundesliga,1980000.0,5424.657534246576,108493.15068493152
23/24,Hamstring injury,19,4,Edimilson Fernandes,28,Defensive Midfield,Mainz 05,Bundesliga,1980000.0,5424.657534246576,103068.49315068494
23/24,Torn muscle fiber,17,2,Leandro Barreiro,24,Central Midfield,Mainz 05,Bundesliga,1680000.0,4602.739726027397,78246.57534246576
23/24,Facial fracture,23,3,Aymen Barkok,26,Attacking Midfield,Mainz 05,Bundesliga,840000.0,2301.3698630136987,52931.50684931507
23/24,muscular problems,18,2,Aymen Barkok,26,Attacking Midfield,Mainz 05,Bundesliga,840000.0,2301.3698630136987,41424.65753424658
23/24,Fitness,39,8,Jonathan Burkardt,23,Forward,Mainz 05,Bundesliga,1500000.0,4109.58904109589,160273.9726027397
23/24,Torn muscle fiber,17,1,Ludovic Ajorque,30,Forward,Mainz 05,Bundesliga,2160000.0,5917.808219178082,100602.7397260274
23/24,Broken finger,63,3,Karim Onisiwo,32,Forward,Mainz 05,Bundesliga,1700000.0,4657.534246575343,293424.6575342466
23/24,Ligament injury,17,1,Karim Onisiwo,32,Forward,Mainz 05,Bundesliga,1700000.0,4657.534246575343,79178.08219178084
23/24,Torn muscle fiber,13,2,Jessic Ngankam,23,Forward,Mainz 05,Bundesliga,700000.0,1917.8082191780825,24931.50684931507
23/24,Knock,69,12,Danilho Doekhi,26,Centre-Back,Union Berlin,Bundesliga,600000.0,1643.835616438356,113424.65753424657
23/24,muscular problems,25,5,Robin Knoche,32,Centre-Back,Union Berlin,Bundesliga,1500000.0,4109.58904109589,102739.72602739724
23/24,minor knock,18,4,Leonardo Bonucci,37,Centre-Back,Union Berlin,Bundesliga,3770000.0,10328.767123287673,185917.80821917808
23/24,minor knock,4,1,Leonardo Bonucci,37,Centre-Back,Union Berlin,Bundesliga,3770000.0,10328.767123287673,41315.06849315069
23/24,muscular problems,15,1,Leonardo Bonucci,37,Centre-Back,Union Berlin,Bundesliga,3770000.0,10328.767123287673,154931.50684931508
23/24,Knock,19,2,Robin Gosens,29,Left-Back,Union Berlin,Bundesliga,3770000.0,10328.767123287673,196246.57534246572
23/24,Hamstring injury,107,3,Jérôme Roussillon,31,Left-Back,Union Berlin,Bundesliga,1500000.0,4109.58904109589,439726.0273972602
23/24,Calf injury,29,4,Jérôme Roussillon,31,Left-Back,Union Berlin,Bundesliga,1500000.0,4109.58904109589,119178.0821917808
23/24,Knock,11,2,Jérôme Roussillon,31,Left-Back,Union Berlin,Bundesliga,1500000.0,4109.58904109589,45205.47945205479
23/24,Muscle injury,7,2,Josip Juranovic,28,Right-Back,Union Berlin,Bundesliga,1600000.0,4383.561643835616,30684.93150684932
23/24,muscular problems,46,11,Josip Juranovic,28,Right-Back,Union Berlin,Bundesliga,1600000.0,4383.561643835616,201643.8356164384
23/24,Calf injury,20,1,Rani Khedira,30,Defensive Midfield,Union Berlin,Bundesliga,850000.0,2328.7671232876714,46575.34246575343
23/24,Calf injury,58,9,Rani Khedira,30,Defensive Midfield,Union Berlin,Bundesliga,850000.0,2328.7671232876714,135068.49315068495
23/24,Hamstring injury,45,4,Lucas Tousart,27,Central Midfield,Union Berlin,Bundesliga,2600000.0,7123.287671232877,320547.94520547945
23/24,Foot surgery,143,23,András Schäfer,25,Central Midfield,Union Berlin,Bundesliga,1200000.0,3287.671232876712,470136.98630136985
23/24,Knock,13,3,Alex Král,26,Central Midfield,Union Berlin,Bundesliga,1790000.0,4904.109589041096,63753.42465753425
23/24,Head injury,29,3,Janik Haberer,30,Central Midfield,Union Berlin,Bundesliga,1080000.0,2958.904109589041,85808.21917808219
23/24,Thigh problems,15,2,Janik Haberer,30,Central Midfield,Union Berlin,Bundesliga,1080000.0,2958.904109589041,44383.561643835616
23/24,Head injury,9,2,Kevin Volland,31,Attacking Midfield,Union Berlin,Bundesliga,2400000.0,6575.342465753424,59178.08219178082
23/24,Adductor pain,20,5,Sheraldo Becker,29,Left Winger,Union Berlin,Bundesliga,1380000.0,3780.821917808219,75616.43835616438
23/24,Torn muscle fiber,19,3,Sheraldo Becker,29,Left Winger,Union Berlin,Bundesliga,1380000.0,3780.821917808219,71835.61643835616
23/24,muscular problems,15,2,Keven Schlotterbeck,27,Centre-Back,VfL Bochum,Bundesliga,540000.0,1479.4520547945206,22191.780821917808
23/24,Hamstring injury,80,8,Ivan Ordets,31,Centre-Back,VfL Bochum,Bundesliga,1890000.0,5178.082191780822,414246.5753424657
23/24,muscular problems,6,1,Danilo Soares,32,Left-Back,VfL Bochum,Bundesliga,430000.0,1178.082191780822,7068.493150684932
23/24,Knee problems,21,2,Danilo Soares,32,Left-Back,VfL Bochum,Bundesliga,430000.0,1178.082191780822,24739.72602739726
23/24,Hamstring injury,31,5,Tim Oermann,20,Right-Back,VfL Bochum,Bundesliga,270000.0,739.7260273972603,22931.50684931507
23/24,Adductor injury,18,2,Tim Oermann,20,Right-Back,VfL Bochum,Bundesliga,270000.0,739.7260273972603,13315.068493150686
23/24,muscular problems,15,2,Tim Oermann,20,Right-Back,VfL Bochum,Bundesliga,270000.0,739.7260273972603,11095.890410958904
23/24,Muscle injury,26,2,Tim Oermann,20,Right-Back,VfL Bochum,Bundesliga,270000.0,739.7260273972603,19232.87671232877
23/24,Calf injury,26,4,Patrick Osterhage,24,Defensive Midfield,VfL Bochum,Bundesliga,520000.0,1424.657534246575,37041.09589041096
23/24,Knee problems,18,3,Matus Bero,28,Central Midfield,VfL Bochum,Bundesliga,700000.0,1917.8082191780825,34520.54794520548
23/24,Inner knee ligament tear,62,10,Matus Bero,28,Central Midfield,VfL Bochum,Bundesliga,700000.0,1917.8082191780825,118904.1095890411
23/24,muscular problems,9,1,Matus Bero,28,Central Midfield,VfL Bochum,Bundesliga,700000.0,1917.8082191780825,17260.27397260274
23/24,Hip flexor problems,12,2,Philipp Förster,29,Attacking Midfield,VfL Bochum,Bundesliga,600000.0,1643.835616438356,19726.027397260277
23/24,Fitness,18,3,Philipp Förster,29,Attacking Midfield,VfL Bochum,Bundesliga,600000.0,1643.835616438356,29589.04109589041
23/24,Broken finger,6,1,Philipp Förster,29,Attacking Midfield,VfL Bochum,Bundesliga,600000.0,1643.835616438356,9863.013698630137
23/24,Calf problems,29,4,Gonçalo Paciência,29,Forward,VfL Bochum,Bundesliga,720000.0,1972.6027397260275,57205.4794520548
23/24,Knee injury,123,6,Marnon Busch,29,Right-Back,FC Heidenheim,Bundesliga,750000.0,2054.794520547945,252739.72602739724
23/24,Torn muscle fiber,27,2,Marnon Busch,29,Right-Back,FC Heidenheim,Bundesliga,750000.0,2054.794520547945,55479.452054794514
23/24,strain,36,4,Lennard Maloney,24,Defensive Midfield,FC Heidenheim,Bundesliga,120000.0,328.7671232876712,11835.616438356165
23/24,Adductor pain,8,1,Kevin Sessa,23,Central Midfield,FC Heidenheim,Bundesliga,120000.0,328.7671232876712,2630.1369863013697
23/24,Ankle injury,20,3,Adrian Beck,27,Attacking Midfield,FC Heidenheim,Bundesliga,180000.0,493.1506849315069,9863.013698630137
23/24,Ankle problems,29,3,Adrian Beck,27,Attacking Midfield,FC Heidenheim,Bundesliga,180000.0,493.1506849315069,14301.3698630137
23/24,flesh wound,18,3,Marvin Pieringer,24,Forward,FC Heidenheim,Bundesliga,780000.0,2136.986301369863,38465.75342465754
23/24,Cruciate ligament tear,94,8,Luca Kilian,24,Centre-Back,FC Koln,Bundesliga,360000.0,986.3013698630136,92712.3287671233
23/24,Achilles tendon problems,20,3,Eric Martel,22,Defensive Midfield,FC Koln,Bundesliga,270000.0,739.7260273972603,14794.520547945203
23/24,Ankle injury,10,1,Dejan Ljubicic,26,Defensive Midfield,FC Koln,Bundesliga,840000.0,2301.3698630136987,23013.698630136987
23/24,muscular problems,18,2,Benno Schmitz,29,Defensive Midfield,FC Koln,Bundesliga,900000.0,2465.753424657534,44383.561643835616
23/24,Fitness,61,7,Jacob Christensen,23,Defensive Midfield,FC Koln,Bundesliga,450000.0,1232.876712328767,75205.47945205479
23/24,Knee injury,25,4,Jacob Christensen,23,Defensive Midfield,FC Koln,Bundesliga,450000.0,1232.876712328767,30821.91780821918
23/24,Hamstring injury,26,4,Mathias Olesen,23,Defensive Midfield,FC Koln,Bundesliga,240000.0,657.5342465753424,17095.890410958902
23/24,Elbow injury,4,1,Rasmus Carstensen,23,Right Midfield,FC Koln,Bundesliga,300000.0,821.917808219178,3287.671232876712
23/24,Fitness,30,5,Jan Thielmann,22,Right Winger,FC Koln,Bundesliga,1200000.0,3287.671232876712,98630.13698630135
23/24,Metatarsal fracture,51,6,Davie Selke,29,Forward,FC Koln,Bundesliga,2000000.0,5479.45205479452,279452.05479452055
23/24,Fitness,23,3,Davie Selke,29,Forward,FC Koln,Bundesliga,2000000.0,5479.45205479452,126027.39726027397
23/24,Foot injury,32,4,Davie Selke,29,Forward,FC Koln,Bundesliga,2000000.0,5479.45205479452,175342.46575342465
23/24,strain,11,1,Davie Selke,29,Forward,FC Koln,Bundesliga,2000000.0,5479.45205479452,60273.97260273973
23/24,Calf injury,40,1,Luca Waldschmidt,28,Forward,FC Koln,Bundesliga,3400000.0,9315.068493150686,372602.7397260274
23/24,Fitness,26,4,Luca Waldschmidt,28,Forward,FC Koln,Bundesliga,3400000.0,9315.068493150686,242191.78082191784
23/24,Broken fibula,48,6,Luca Waldschmidt,28,Forward,FC Koln,Bundesliga,3400000.0,9315.068493150686,447123.28767123295
23/24,Fitness,13,2,Steffen Tigges,25,Forward,FC Koln,Bundesliga,660000.0,1808.219178082192,23506.84931506849
23/24,Fitness,18,2,Mark Uth,32,Forward,FC Koln,Bundesliga,1800000.0,4931.506849315068,88767.12328767123
23/24,Knee injury,86,11,Mark Uth,32,Forward,FC Koln,Bundesliga,1800000.0,4931.506849315068,424109.5890410959
23/24,Fitness,19,2,Mark Uth,32,Forward,FC Koln,Bundesliga,1800000.0,4931.506849315068,93698.63013698628
23/24,muscle stiffness,34,4,Mark Uth,32,Forward,FC Koln,Bundesliga,1800000.0,4931.506849315068,167671.23287671234
23/24,Muscle injury,20,2,Sargis Adamyan,31,Forward,FC Koln,Bundesliga,600000.0,1643.835616438356,32876.71232876712
23/24,Fitness,47,6,Florian Dietz,25,Forward,FC Koln,Bundesliga,360000.0,986.3013698630136,46356.16438356165
23/24,Shoulder injury,5,1,Florian Dietz,25,Forward,FC Koln,Bundesliga,360000.0,986.3013698630136,4931.506849315068
23/24,Fitness,94,7,Florian Dietz,25,Forward,FC Koln,Bundesliga,360000.0,986.3013698630136,92712.3287671233
23/24,Calf problems,18,2,Matej Maglica,25,Centre-Back,Darmstadt,Bundesliga,500000.0,1369.86301369863,24657.534246575346
23/24,Adductor pain,7,1,Matej Maglica,25,Centre-Back,Darmstadt,Bundesliga,500000.0,1369.86301369863,9589.04109589041
23/24,Ankle problems,43,4,Clemens Riedel,20,Centre-Back,Darmstadt,Bundesliga,300000.0,821.917808219178,35342.46575342466
23/24,Broken ankle,50,7,Clemens Riedel,20,Centre-Back,Darmstadt,Bundesliga,300000.0,821.917808219178,41095.8904109589
23/24,Ankle injury,38,4,Christoph Zimmermann,31,Centre-Back,Darmstadt,Bundesliga,780000.0,2136.986301369863,81205.4794520548
23/24,Back problems,27,4,Christoph Zimmermann,31,Centre-Back,Darmstadt,Bundesliga,780000.0,2136.986301369863,57698.63013698631
23/24,Thigh problems,47,1,Bartol Franjic,24,Left-Back,Darmstadt,Bundesliga,1350000.0,3698.630136986301,173835.61643835617
23/24,Cruciate ligament tear,442,42,Fabian Holland,33,Left-Back,Darmstadt,Bundesliga,720000.0,1972.6027397260275,871890.4109589042
23/24,Nose surgery,88,3,Matthias Bader,27,Right-Back,Darmstadt,Bundesliga,700000.0,1917.8082191780825,168767.12328767125
23/24,muscular problems,12,2,Matthias Bader,27,Right-Back,Darmstadt,Bundesliga,700000.0,1917.8082191780825,23013.698630136987
23/24,Fitness,20,3,Frank Ronstadt,26,Right-Back,Darmstadt,Bundesliga,120000.0,328.7671232876712,6575.342465753424
23/24,Hamstring injury,17,2,Frank Ronstadt,26,Right-Back,Darmstadt,Bundesliga,120000.0,328.7671232876712,5589.04109589041
23/24,Pelvic contusion,15,2,Klaus Gjasula,34,Defensive Midfield,Darmstadt,Bundesliga,800000.0,2191.780821917808,32876.71232876712
23/24,muscular problems,12,2,Tobias Kempe,35,Central Midfield,Darmstadt,Bundesliga,780000.0,2136.986301369863,25643.83561643836
23/24,Shoulder injury,78,4,Fabian Nürnberger,24,Left Midfield,Darmstadt,Bundesliga,500000.0,1369.86301369863,106849.31506849316
23/24,Ankle problems,49,8,Fabian Nürnberger,24,Left Midfield,Darmstadt,Bundesliga,500000.0,1369.86301369863,67123.28767123287
23/24,Ankle injury,43,4,Fabian Nürnberger,24,Left Midfield,Darmstadt,Bundesliga,500000.0,1369.86301369863,58904.10958904109
23/24,Broken fibula,68,9,Marvin Mehlem,26,Attacking Midfield,Darmstadt,Bundesliga,290000.0,794.5205479452055,54027.39726027397
23/24,Broken fibula,55,5,Marvin Mehlem,26,Attacking Midfield,Darmstadt,Bundesliga,290000.0,794.5205479452055,43698.63013698631
23/24,Adductor pain,16,2,Julian Justvan,26,Attacking Midfield,Darmstadt,Bundesliga,550000.0,1506.849315068493,24109.58904109589
23/24,Calf injury,26,4,Mathias Honsak,27,Left Winger,Darmstadt,Bundesliga,330000.0,904.109589041096,23506.84931506849
23/24,Torn muscle fiber,32,5,Braydon Manu,27,Right Winger,Darmstadt,Bundesliga,560000.0,1534.2465753424658,49095.890410958906
23/24,Ankle injury,110,13,Braydon Manu,27,Right Winger,Darmstadt,Bundesliga,560000.0,1534.2465753424658,168767.12328767125
23/24,Ankle injury,221,23,Fraser Hornby,24,Forward,Darmstadt,Bundesliga,460000.0,1260.2739726027398,278520.5479452056
23/24,muscular problems,11,2,Fraser Hornby,24,Forward,Darmstadt,Bundesliga,460000.0,1260.2739726027398,13863.01369863014
23/24,muscular problems,60,7,Aaron Seydel,28,Forward,Darmstadt,Bundesliga,120000.0,328.7671232876712,19726.027397260277
24/25,Torn muscle fiber,56,10,Manuel Neuer,39,Goalkeeper,Bayern Munich,Bundesliga,21000000.0,57534.24657534246,3221917.8082191776
24/25,Rib fracture,26,4,Manuel Neuer,39,Goalkeeper,Bayern Munich,Bundesliga,21000000.0,57534.24657534246,1495890.410958904
24/25,Thigh problems,9,1,Manuel Neuer,39,Goalkeeper,Bayern Munich,Bundesliga,21000000.0,57534.24657534246,517808.2191780822
24/25,Kidney problems,55,13,Daniel Peretz,25,Goalkeeper,Bayern Munich,Bundesliga,1500000.0,4109.58904109589,226027.39726027395
24/25,Partial muscle tear,63,6,Daniel Peretz,25,Goalkeeper,Bayern Munich,Bundesliga,1500000.0,4109.58904109589,258904.1095890411
24/25,Cartilage damage,76,12,Dayot Upamecano,27,Centre-Back,Bayern Munich,Bundesliga,10000000.0,27397.260273972603,2082191.7808219176
24/25,Rest,3,1,Dayot Upamecano,27,Centre-Back,Bayern Munich,Bundesliga,10000000.0,27397.260273972603,82191.78082191781
24/25,Hip problems,7,1,Dayot Upamecano,27,Centre-Back,Bayern Munich,Bundesliga,10000000.0,27397.260273972603,191780.8219178082
24/25,Pelvic contusion,6,1,Dayot Upamecano,27,Centre-Back,Bayern Munich,Bundesliga,10000000.0,27397.260273972603,164383.56164383562
24/25,Thigh problems,3,1,Dayot Upamecano,27,Centre-Back,Bayern Munich,Bundesliga,10000000.0,27397.260273972603,82191.78082191781
24/25,Hamstring injury,11,3,Dayot Upamecano,27,Centre-Back,Bayern Munich,Bundesliga,10000000.0,27397.260273972603,301369.8630136986
24/25,Achilles tendon problems,62,9,Min-jae Kim,28,Centre-Back,Bayern Munich,Bundesliga,12000000.0,32876.71232876712,2038356.1643835611
24/25,Achilles tendon irritation,13,3,Min-jae Kim,28,Centre-Back,Bayern Munich,Bundesliga,12000000.0,32876.71232876712,427397.2602739726
24/25,Knee injury,4,1,Eric Dier,31,Centre-Back,Bayern Munich,Bundesliga,5000000.0,13698.6301369863,54794.520547945205
24/25,Cruciate ligament tear,221,29,Alphonso Davies,25,Left-Back,Bayern Munich,Bundesliga,11250000.0,30821.91780821918,6811643.835616439
24/25,Torn muscle fiber,25,6,Alphonso Davies,25,Left-Back,Bayern Munich,Bundesliga,11250000.0,30821.91780821918,770547.9452054795
24/25,Torn muscle fiber,8,2,Alphonso Davies,25,Left-Back,Bayern Munich,Bundesliga,11250000.0,30821.91780821918,246575.34246575343
24/25,Torn muscle fiber,13,2,Raphaël Guerreiro,31,Left-Back,Bayern Munich,Bundesliga,8000000.0,21917.80821917808,284931.5068493151
24/25,Ankle injury,39,5,Sacha Boey,25,Right-Back,Bayern Munich,Bundesliga,3000000.0,8219.17808219178,320547.9452054794
24/25,Meniscus tear,62,12,Sacha Boey,25,Right-Back,Bayern Munich,Bundesliga,3000000.0,8219.17808219178,509589.0410958904
24/25,Tendon irritation,9,1,Joshua Kimmich,30,Defensive Midfield,Bayern Munich,Bundesliga,19500000.0,53424.65753424657,480821.9178082192
24/25,Torn muscle bundle,73,14,João Palhinha,30,Defensive Midfield,Bayern Munich,Bundesliga,12000000.0,32876.71232876712,2400000.0
24/25,bruise,6,1,Leon Goretzka,30,Central Midfield,Bayern Munich,Bundesliga,17000000.0,46575.34246575343,279452.05479452055
24/25,Hamstring strain,10,2,Leon Goretzka,30,Central Midfield,Bayern Munich,Bundesliga,17000000.0,46575.34246575343,465753.4246575343
24/25,Torn muscle bundle,71,8,Jamal Musiala,22,Attacking Midfield,Bayern Munich,Bundesliga,9000000.0,24657.534246575346,1750684.9315068494
24/25,Hip problems,19,4,Jamal Musiala,22,Attacking Midfield,Bayern Munich,Bundesliga,9000000.0,24657.534246575346,468493.1506849315
24/25,Muscle strain,23,5,Arijon Ibrahimovic,19,Attacking Midfield,Bayern Munich,Bundesliga,1500000.0,4109.58904109589,94520.54794520549
24/25,Fitness,29,7,Arijon Ibrahimovic,19,Attacking Midfield,Bayern Munich,Bundesliga,1500000.0,4109.58904109589,119178.0821917808
24/25,Torn muscle bundle,35,3,Arijon Ibrahimovic,19,Attacking Midfield,Bayern Munich,Bundesliga,1500000.0,4109.58904109589,143835.61643835614
24/25,Fitness,16,3,Kingsley Coman,29,Left Winger,Bayern Munich,Bundesliga,17000000.0,46575.34246575343,745205.4794520548
24/25,Knock,13,3,Kingsley Coman,29,Left Winger,Bayern Munich,Bundesliga,17000000.0,46575.34246575343,605479.4520547945
24/25,Rest,3,1,Kingsley Coman,29,Left Winger,Bayern Munich,Bundesliga,17000000.0,46575.34246575343,139726.02739726027
24/25,Torn muscle fiber,24,3,Kingsley Coman,29,Left Winger,Bayern Munich,Bundesliga,17000000.0,46575.34246575343,1117808.2191780822
24/25,Knee problems,26,4,Serge Gnabry,30,Left Winger,Bayern Munich,Bundesliga,18870000.0,51698.6301369863,1344164.3835616438
24/25,Knee problems,4,1,Serge Gnabry,30,Left Winger,Bayern Munich,Bundesliga,18870000.0,51698.6301369863,206794.5205479452
24/25,Fitness,29,2,Serge Gnabry,30,Left Winger,Bayern Munich,Bundesliga,18870000.0,51698.6301369863,1499260.2739726028
24/25,Ankle injury,66,9,Gabriel Vidovic,21,Left Winger,Bayern Munich,Bundesliga,560000.0,1534.2465753424658,101260.27397260274
24/25,Fitness,32,3,Leroy Sané,29,Right Winger,Bayern Munich,Bundesliga,20000000.0,54794.520547945205,1753424.6575342466
24/25,Groin surgery,42,1,Leroy Sané,29,Right Winger,Bayern Munich,Bundesliga,20000000.0,54794.520547945205,2301369.8630136987
24/25,Torn muscle fiber,15,4,Harry Kane,32,Forward,Bayern Munich,Bundesliga,25000000.0,68493.1506849315,1027397.2602739724
24/25,Knock,5,1,Mathys Tel,20,Forward,Bayern Munich,Bundesliga,5000000.0,13698.6301369863,68493.1506849315
24/25,Shoulder injury,7,1,Mathys Tel,20,Forward,Bayern Munich,Bundesliga,5000000.0,13698.6301369863,95890.4109589041
24/25,Hip problems,13,3,Gregor Kobel,27,Goalkeeper,Borussia Dortmund,Bundesliga,9000000.0,24657.534246575346,320547.94520547945
24/25,Meniscus tear,156,20,Nico Schlotterbeck,25,Centre-Back,Borussia Dortmund,Bundesliga,4720000.0,12931.506849315068,2017315.0684931504
24/25,Torn muscle fiber,19,3,Waldemar Anton,29,Centre-Back,Borussia Dortmund,Bundesliga,3960000.0,10849.315068493152,206136.98630136988
24/25,Thigh problems,26,7,Waldemar Anton,29,Centre-Back,Borussia Dortmund,Bundesliga,3960000.0,10849.315068493152,282082.19178082194
24/25,bruise,9,2,Niklas Süle,30,Centre-Back,Borussia Dortmund,Bundesliga,11000000.0,30136.986301369863,271232.87671232875
24/25,Syndesmotic ligament tear,61,10,Niklas Süle,30,Centre-Back,Borussia Dortmund,Bundesliga,11000000.0,30136.986301369863,1838356.1643835616
24/25,Ankle problems,37,7,Niklas Süle,30,Centre-Back,Borussia Dortmund,Bundesliga,11000000.0,30136.986301369863,1115068.493150685
24/25,muscle stiffness,8,2,Ramy Bensebaini,30,Centre-Back,Borussia Dortmund,Bundesliga,4500000.0,12328.767123287673,98630.13698630135
24/25,Adductor pain,142,18,Emre Can,31,Centre-Back,Borussia Dortmund,Bundesliga,8000000.0,21917.80821917808,3112328.7671232875
24/25,Adductor pain,5,1,Emre Can,31,Centre-Back,Borussia Dortmund,Bundesliga,8000000.0,21917.80821917808,109589.0410958904
24/25,Circulation problems,20,2,Julian Ryerson,27,Right-Back,Borussia Dortmund,Bundesliga,5000000.0,13698.6301369863,273972.602739726
24/25,Adductor pain,14,4,Julian Ryerson,27,Right-Back,Borussia Dortmund,Bundesliga,5000000.0,13698.6301369863,191780.8219178082
24/25,Knee injury,42,7,Salih Özcan,27,Defensive Midfield,Borussia Dortmund,Bundesliga,3780000.0,10356.164383561643,434958.904109589
24/25,Ligament injury,68,16,Felix Nmecha,25,Central Midfield,Borussia Dortmund,Bundesliga,6000000.0,16438.35616438356,1117808.2191780822
24/25,Knee medial ligament tear,44,9,Marcel Sabitzer,31,Central Midfield,Borussia Dortmund,Bundesliga,7500000.0,20547.945205479453,904109.589041096
24/25,Knock,4,1,Marcel Sabitzer,31,Central Midfield,Borussia Dortmund,Bundesliga,7500000.0,20547.945205479453,82191.78082191781
24/25,Knock,4,1,Marcel Sabitzer,31,Central Midfield,Borussia Dortmund,Bundesliga,7500000.0,20547.945205479453,82191.78082191781
24/25,Inner ligament injury,13,2,Pascal Groß,34,Central Midfield,Borussia Dortmund,Bundesliga,4160000.0,11397.260273972604,148164.38356164383
24/25,Muscle injury,24,6,Yan Couto,23,Right Midfield,Borussia Dortmund,Bundesliga,1140000.0,3123.2876712328766,74958.90410958904
24/25,Knock,15,1,Yan Couto,23,Right Midfield,Borussia Dortmund,Bundesliga,1140000.0,3123.2876712328766,46849.315068493146
24/25,muscle stiffness,7,1,Julian Brandt,29,Attacking Midfield,Borussia Dortmund,Bundesliga,8000000.0,21917.80821917808,153424.65753424657
